"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RSBN1L",1527.27819990773,0.323683282203099,0.0862856812401257,3.75129775359037,0.000175921629283151,0.000926499680494029
"EIF5B",7923.63391882453,0.444082680862376,0.118389803828257,3.75102134223137,0.000176115706320175,0.000927285725794214
"SDR39U1",814.879727973164,-0.279468684026994,0.0745416673299297,-3.74916062435302,0.000177427423349944,0.000933954480112033
"OSER1",1401.98286620277,-0.212233649730719,0.0566342153176765,-3.74744575413015,0.00017864445464924,0.000940121555158696
"MIR22HG",30.4303358157457,1.23249402638513,0.328916539852238,3.74713301720494,0.000178867246393325,0.00094105460990303
"CCDC15-DT",42.922558049474,-1.02997754819608,0.274879411473575,-3.74701598302531,0.000178950687936492,0.000941254228665703
"PKN2-AS1",11.2627552711076,-1.97527859042883,0.527189034910591,-3.74681273627747,0.000179095683201531,0.000941777427145416
"MTOR",4981.80185398784,0.22082341259529,0.0589632061820224,3.74510524264229,0.000180318170703569,0.000947964929439576
"CCT4",15521.1671676508,0.14616889063153,0.0390437731897164,3.74371836249752,0.000181316883353459,0.000952973162076477
"DOLK",710.446215750574,0.337580483258116,0.0901879674958864,3.74307673885115,0.00018178068336493,0.000954984499295369
"SP1",5774.53075396453,-0.151498033782983,0.0404743667896284,-3.74306124590945,0.000181791896274238,0.000954984499295369
"CHST11",2516.14208677727,0.226794175357453,0.0606006343911724,3.74243896348533,0.000182242806836899,0.000957066417858725
"TMEM231P1",13.301303579417,-2.05975400607434,0.550385137371112,-3.74238667837698,0.000182280740869308,0.000957066417858725
"UFC1",1643.45174980163,0.244360752978505,0.065300145169551,3.74211653502493,0.000182476854290928,0.000957610016417154
"UQCRH",4201.59862121825,0.213948836008712,0.0571731581181986,3.74212030698739,0.000182474114629901,0.000957610016417154
"FAM13A-AS1",86.2140453048547,0.830600655249597,0.222053710483177,3.74053941022761,0.000183625749984718,0.000963394849082898
